,AAPL,SPY,QQQ,XLK,TLT,VIXY,GLD,UUP,INF,DP,DM,DC,DS,TS,DT,RF_daily,RF_monthly
2023-01-04,0.9899299636887309,0.74019195755617,0.4790202464705044,0.2916871295123189,1.3801423004394802,10.99,0.9253128551722526,-0.35625260336033093,0.010948098937967238,-0.01932249245824491,-0.023620020266987042,0.0071351724642451896,0.040000000000000036,-3.650645161290323,-0.003548387096774519,0.01766084930756584,0.3715335704309153
2023-01-05,-1.0818656152126604,-1.155839834523066,-1.5853481803978424,-1.9856026780159095,0.3880862540373851,11.08,-1.2239341503634533,0.8174916683588993,0.010946900460454358,-0.019326226766968095,-0.023625600638679963,0.00713466339372268,0.009999999999999787,-3.704193548387097,-0.05354838709677434,0.017674319477878342,0.37181744522509774
2023-01-06,3.559038579622025,2.259821193085039,2.6892567094207345,2.8956882894186555,1.8326250477885602,10.81,1.8360866741098363,-1.1571112637185494,0.010945702245332908,-0.01932996251936636,-0.02363118364777621,0.007134154395800984,-0.020000000000000018,-3.6477419354838707,0.05645161290322642,0.017687789192843972,0.37210131118803336
2023-01-09,0.4774013841112701,-0.028353804110516963,0.6454507162222323,1.1399541517165075,0.5073625715634017,10.88,0.221413976268917,-0.6646930068578913,0.010942109173251545,-0.019341178447030406,-0.023647948518289875,0.0071326278377740115,-0.010000000000000009,-3.6783870967741934,-0.010215053763440007,0.01772819560603711,0.3729528560952211
2023-01-10,0.4292510040342263,0.6936443996657169,0.8944899792954357,0.6163591223541052,-1.674058410354272,10.42,0.3669834102332246,0.07207207519183885,0.010940912006741226,-0.019344919982536644,-0.023653542095793283,0.007132119130255586,-0.009999999999999787,-3.671935483870968,0.006451612903225268,0.017741663499970528,0.3732366867390091
2023-01-11,1.9916602449719707,1.2593183024826693,1.70049879209578,1.7182553319996745,1.6740584103542635,10.475,-0.07157069342596994,-0.018013149647918492,0.010939715102111742,-0.01934866296591623,-0.023659138320041413,0.007131610495315775,0.009999999999999787,-3.715483870967742,-0.043548387096773666,0.01775513093873471,0.37352050855441465
2023-01-12,-0.007498219176452792,0.3734643115391663,0.5461353039687525,0.7867375712461582,1.9298926756366168,9.94,1.1730005808471344,-0.9775602829500969,0.010938518459363097,-0.01935240739801326,-0.02366473719296696,0.007131101932865773,-0.020000000000000018,-3.7190322580645163,-0.003548387096774519,0.01776859792235186,0.37380432154205945
2023-01-13,1.0220537325217607,0.3670559229724733,0.6642644331728084,0.2608763851965672,-0.9228253409252083,9.705,1.1705913397132939,-0.018193395847502496,0.010937322078362092,-0.019356153279671832,-0.023670338716447088,0.007130593443016593,-0.009999999999999787,-3.7325806451612906,-0.013548387096774306,0.01778206445084418,0.3740881257024986
2023-01-17,0.8720126199499696,-0.18587365946254378,0.1795923204683756,0.4320156586327876,-0.67182137065675,9.79,-0.6398764535783282,0.2181025946360146,0.010932539170280496,-0.019371151318681286,-0.023692771353490086,0.007128560208429159,0.0024999999999999467,-3.796774193548387,-0.01604838709677381,0.017835926014297954,0.3752232540836342
2023-01-18,-0.5237738358392265,-1.5608293149088226,-1.3017617889061075,-1.2707724515497227,2.375629908932046,10.165,-0.2819444745796097,0.03630422984146559,0.010931344096818913,-0.019374904460753475,-0.023698386157945055,0.00712805208091802,-0.009999999999999787,-3.7403225806451617,0.056451612903225534,0.017849390267676846,0.37550701411663834
2023-01-19,0.05176174922388549,-0.7742040311424843,-1.0148331051815196,-1.1893334641938,-0.5816922362030892,10.17,1.5798647927820442,-0.3090068804339751,0.010930149284572175,-0.019378659057440677,-0.023704003624284247,0.007127544025896695,0.009999999999999787,-3.723870967741936,0.0164516129032255,0.01786285406613075,0.3757907653258785
2023-01-20,1.9183484752547064,1.866306113192655,2.8110269069468674,2.669705657118604,-1.6385008877066338,9.87,-0.34521192411922397,-0.05462988390441257,0.010928954733518091,-0.019382415109598095,-0.02370962375440704,0.007127036043231968,-0.009999999999999787,-3.72741935483871,-0.003548387096773631,0.017876317409681874,0.37607450771190987
2023-01-23,2.29771565161623,1.18020654746725,2.1891282286260383,2.2733383981265405,-0.514334034634612,9.73,0.18945731734084267,0.10922993986090869,0.01092537264640175,-0.01939369200729929,-0.02372650014621542,0.007125512529710432,-0.0033333333333334103,-3.7480645161290322,-0.006881720430106597,0.017916704711229414,0.3769256819366573
2023-01-24,1.0119081497127833,-0.09490510202849745,-0.22162208669363256,-0.06700666594752656,1.437251737813579,9.36,0.35842830220790683,-0.12744653522960664,0.010924179139141482,-0.019397453889778538,-0.023732130950344273,0.007125004836583125,-0.020000000000000018,-3.7516129032258068,-0.003548387096774519,0.01793016623548027,0.3772093890356931
2023-01-25,-0.5064370393684953,0.00874502627187976,-0.3055345755769213,-0.27594453874899993,0.22824147598474345,9.36,0.44554597649346894,-0.29191774059711495,0.010922985892563268,-0.01940121723195959,-0.02373776442768701,0.007124497215834624,0.0,-3.7351612903225804,0.016451612903226387,0.017943627304983778,0.37749308731438447
2023-01-26,1.490841260640354,1.1192732951328257,2.0325448237149084,1.6700689949573446,-0.4803777630824494,9.25,-0.8986580697846245,0.21901815654124915,0.010921792906689319,-0.019404982034686546,-0.02374340058020964,0.007123989667376119,-0.009999999999999787,-3.778709677419355,-0.043548387096774555,0.017957087919762138,0.3777767767733309
2023-01-27,1.3867551220465508,0.22950789290190615,0.9073318188443399,0.3628969727376728,-0.20591546025410856,9.08,-0.1394039314614377,0.18214941283912356,0.010920600181342026,-0.019408748298814612,-0.02374903940981155,0.007123482191252017,0.0,-3.8122580645161297,-0.03354838709677477,0.017970548079881965,0.3780604574131097
2023-01-30,-2.0279616679873746,-1.2526363390490034,-2.098444368056377,-1.9060860760607228,-0.3942926625359802,9.35,-0.24582391283000646,0.32703517519619424,0.010917023567860734,-0.019420055868146373,-0.02376597198003129,0.007121960196530895,-0.006666666666666599,-3.812903225806452,-0.00021505376344110871,0.018010925832379066,0.3789114464231247
2023-01-31,0.8909985159575334,1.454562089159158,1.5974616669989068,1.4366360831192109,0.8989666308823893,9.14,0.30718558602414064,-0.1997277105163678,0.0109158318839097,-0.019423827986397583,-0.023771621536988596,0.007121453009500185,-0.03000000000000025,-3.7564516129032257,0.05645161290322642,0.018024384174042396,0.37919509179193955
2023-02-01,0.7869164649343351,1.0157341198335994,2.1286685909603644,2.1961324736789942,0.8447485833943182,8.84,1.3130018827110417,-0.9129148668096612,0.010914640460107936,-0.019427601570325914,-0.02377727378053322,0.007120945894670667,0.0,-3.7500000000000004,0.006451612903225268,0.01803784206118042,0.379478728344429
2023-02-02,3.4996478244037044,1.4697259891206405,3.5024876835929217,2.8015023157253673,0.13856175141951668,9.06,-2.113655637717077,0.6034579892907271,0.0019783421292344167,-0.022190221935969336,-0.08471280912249508,0.018056798685693775,-0.009999999999999898,-3.7714285714285722,-0.021428571428571797,0.01804326004326562,0.37959291719467103
2023-02-03,2.54987104891211,-1.0663036474834513,-1.8126406636182453,-0.8498734209165448,-1.5067249329002586,9.11,-2.5391321974683905,1.2861331164903875,0.001978302991627268,-0.022195147088365074,-0.08478463257073283,0.0180535387945285,0.010000000000000342,-3.832857142857143,-0.061428571428570944,0.018048677951676417,0.37970710461603385
2023-02-06,-1.8090289252397904,-0.5740292560386351,-0.8265323055043889,-1.1778197746400034,-0.7430782439775332,9.33,0.20736140141478973,0.6100862274910293,0.0019781855881092145,-0.022209935672125803,-0.08500083552195305,0.01804376617951793,-0.00666666666666671,-3.8771428571428572,-0.014761904761904976,0.01806493123495123,0.380049658307402
2023-02-07,1.9189936829167524,1.2845547451217534,2.0907593365714465,2.453418792314541,-0.8247664897688668,9.06,0.10351967798164276,-0.23282897595910734,0.001978146456674722,-0.022214869580368852,-0.08507314841328757,0.01804051099189343,0.0,-3.868571428571429,0.008571428571428008,0.018070348848731044,0.3801638400137364
2023-02-08,-1.7806947376294326,-1.1017727530891368,-1.8177732603526047,-1.2332858999769245,0.5032532104460867,9.42,0.2640644473584501,0.16124701155683516,0.001978107326838904,-0.022219805681266854,-0.08514558444706335,0.01803725697854488,0.010000000000000009,-3.83,0.038571428571429145,0.01807576638885866,0.38027802029136915
2023-02-09,-0.7398144582641003,-0.8681353049372607,-0.9404923548297762,-0.49477058806006774,-0.961225578497282,9.71,-0.82608226840317,-0.17917940647622665,0.001978068198535148,-0.022224743976208217,-0.08521814393818675,0.018034004138872975,0.010000000000000231,-3.831428571428572,-0.0014285714285717788,0.018081183855311878,0.38039219914038913
2023-02-10,0.11264620347633486,0.21100159945826846,-0.6319451616815316,-0.5613401601772929,-1.1445183842604125,9.84,0.2136506182836544,0.3222921321545174,0.001978029071763454,-0.022229684466670188,-0.0852908272024766,0.018030752472211826,-0.02000000000000013,-3.802857142857143,0.028571428571428914,0.018086601248135104,0.38050637656081854
2023-02-13,1.8633264465600066,1.1526170858254814,1.5839326187893206,1.667647465864807,0.8476259572066656,9.44,-0.5320853477608648,-0.23266229734713373,0.0019779117007517662,-0.022244519125985605,-0.08550962280966613,0.018021004504033492,0.006666666666666821,-3.837142857142857,-0.011428571428570677,0.018102852984669404,0.38084890025085194
2023-02-14,-0.456056559554703,-0.00484578295832157,0.7248009086395101,0.5102586823331158,-0.24007309749181158,9.08,0.07535795382996291,-0.10756544601140572,0.001977872580197137,-0.02224946841324701,-0.08558280434730588,0.018017757523133757,0.019999999999999796,-3.888571428571429,-0.0514285714285716,0.018108270082906053,0.3809630719572521
2023-02-15,1.4328100154079104,0.2987875328945338,0.8247335532313981,0.4521589561579069,-0.9272741028573773,8.93,-0.9811849930721819,0.6793018613879783,0.0019778334611523667,-0.02225441990341528,-0.08565611125390585,0.01801451171209288,0.010000000000000009,-3.8899999999999997,-0.0014285714285708906,0.018113687107490506,0.3810772422352615
2023-02-16,-1.061292560221554,-1.3828552025004015,-1.982332274072502,-1.7574406461294896,-1.4023145294197707,9.4,-0.011704119863542549,0.16021365242778537,0.0019777943436840657,-0.022259373597901047,-0.08572954385186031,0.018011267070289362,0.020000000000000018,-3.8914285714285715,-0.0014285714285717788,0.018119104058422764,0.3811914110848802
2023-02-17,-0.7706412224998986,-0.24891953627078478,-0.6917465153322268,-1.2581464606695774,0.7304849249317781,9.44,0.2309031087139756,-0.07117438022881842,0.0019777552277478274,-0.022264329498181558,-0.08580310246469833,0.0180080235970351,0.0,-3.8428571428571434,0.048571428571428044,0.018124520935747235,0.38130557850615254
2023-02-21,-2.6776339769087487,-2.032774335324315,-2.406757962713478,-2.3961477931605732,-1.94334105881528,10.14,-0.37145950081482093,0.31988653543818324,0.001977598779501128,-0.02228417518701822,-0.08609860357509781,0.017995061377391444,0.0,-3.8685714285714288,-0.006428571428570784,0.018146187708634187,0.3817622339087112
2023-02-22,0.28242907617618607,-0.13290038190284093,0.07142007207524241,-0.12462887870986232,0.9517272194573669,9.83,-0.5612626949351376,0.3542334557838005,0.0019775596713140164,-0.022289142138542314,-0.08617279715467571,0.01799182373767198,0.010000000000000009,-3.9000000000000004,-0.03142857142857158,0.0181516042177865,0.38187639418887365
2023-02-23,0.3084145924404547,0.5180645526361611,0.9272172280174594,1.622620822798193,0.9232043570907141,9.52,-0.05010832345129576,0.017678776674706315,0.0019775205646367627,-0.022294111304724678,-0.0862471187139655,0.01798858726275057,-0.010000000000000009,-3.8814285714285717,0.018571428571428683,0.01815702065330882,0.381990553040934
2023-02-24,-1.8240051725795263,-1.0438717693210198,-1.7293651298866362,-1.8061812106220494,-1.3186571710069503,9.87,-0.6982276887346235,0.6870457748655953,0.0019774814595581837,-0.022299082687031468,-0.08632156858431801,0.017985351952005728,0.0,-3.8828571428571435,-0.0014285714285717788,0.018162437015223354,0.38210471046491445
2023-02-27,0.8283026513628938,0.316067430543405,0.7409338207194602,0.5350545985683041,0.28192021046329946,9.51,0.33197019045954,-0.5280772701349867,0.0019773641535148195,-0.0223140101458374,-0.08654569139332785,0.017975652998615543,0.0,-3.8771428571428577,0.0019047619047616315,0.01817868565918701,0.3824471741687985
2023-02-28,-0.29116044539047126,-0.3614818377828881,-0.13616559838083442,-0.1829157268736124,0.4582756191034708,9.3,0.554770072510902,0.29958609066596303,0.001977325054586693,-0.02231899040762544,-0.08662065784521508,0.017972422338317532,0.0,-3.8485714285714288,0.028571428571428914,0.01818410172662599,0.3825613258808591
2023-03-01,-1.4480138257964519,-0.3906575972430183,-0.8655693035560288,-0.7719207599958535,-1.2815296240091245,9.4,0.528294255230206,-0.5116003043585836,0.001977285957235037,-0.022323972893035244,-0.08669575428260927,0.01796919283908858,0.010000000000000009,-3.9200000000000004,-0.07142857142857162,0.018189517720434978,0.3826754761650397
2023-03-02,0.3913899321136315,0.7860792863934641,0.9098434634959428,1.2395186018317905,-0.9154870213154767,9.075,-0.03220470509295338,0.5995433229541273,0.012992511786798767,-0.0019325259809299974,-0.05282001540999688,0.008084312747395926,0.0,-3.9474193548387104,-0.027419354838710053,0.0182176447625082,0.38326829822570296
2023-03-03,3.475097151823496,1.5823174130052815,2.0290551189733765,2.106100204506666,2.378758965163162,8.77,1.0370333841972206,-0.4228336109521176,0.01299082395243843,-0.0019325633281998193,-0.0528479296952382,0.008083659239111245,0.010000000000000009,-3.9948387096774196,-0.04741935483870918,0.018245769819347224,0.3838610817782806
2023-03-06,1.8168603923794644,0.06801669762915831,0.10671291905394228,0.5196665903711633,-0.7487350874244095,8.64,-0.5142594537310918,-0.19439786982648724,0.012985763079584964,-0.0019326753787247885,-0.0529318498576095,0.008081699347984469,-0.0033333333333334103,-4.007096774193549,-0.004086021505377069,0.01833013308125686,0.38563920143983577
2023-03-07,-1.4864563384167617,-1.5347736295031362,-1.2307538108078049,-1.293475710539978,0.5768251258849101,8.86,-1.7869164113811724,1.1957237593237853,0.01298407699812509,-0.001932712731812347,-0.05295988250373763,0.008081046262110633,-0.010000000000000009,-4.0045161290322575,0.002580645161291528,0.01835825019995685,0.3862318310123847
