,AAPL,SPY,QQQ,XLK,TLT,VIXY,GLD,UUP,INF,DP,DM,DC,DS,TS,DT,RF_daily,RF_monthly
2023-03-08,0.8408931430855036,0.14551660955046783,0.49479223784846443,0.8594194557107493,0.12773276116463766,8.68,0.005930670464021207,0.05242464078127791,0.0129823913544297,-0.0019327500863210328,-0.05298794485775677,0.008080393281828415,-0.010000000000000009,-4.001935483870968,0.002580645161289752,0.018386365334843724,0.3868244221029826
2023-03-09,-1.5293640208352228,-1.8266965451187314,-1.7716365340916855,-1.5016268077732589,0.1814927042718263,9.605,0.9385306325352063,-0.2799162079614578,0.012980706148321211,-0.0019327874422508458,-0.053016036966845904,0.008079740407004599,0.0,-3.949354838709678,0.052580645161289574,0.018414478486161734,0.38741697471686987
2023-03-10,-1.3778560568495473,-1.4829186198759283,-1.3972764068397627,-1.6863559826427263,3.4251078103600756,10.64,2.127492471981658,-0.6326910384763634,0.012979021379710838,-0.0019328247996684,-0.05304415887838401,0.00807908763768359,0.030000000000000027,-3.8767741935483873,0.07258064516129092,0.018442589654199537,0.38800948885926445
2023-03-13,1.3114064564245311,-0.1439287606722236,0.7458083047203916,0.49205107906148793,0.21760735206002363,10.995,2.280127210279729,-0.9210125324226542,0.012973969696803861,-0.0019329368805144388,-0.05312870390269419,0.008077129962493216,0.0,-3.7190322580645163,0.05258064516129002,0.018526911261518286,0.38978680050971715
2023-03-14,1.3206742403523835,1.6345069876140654,2.261808858777258,2.2456575703257595,-1.6725427410696003,10.33,-0.5863796684453143,-0.01779517755386476,0.012972286676254623,-0.0019329742436831152,-0.05315694549954153,0.008076477614872629,-0.010000000000000231,-3.7464516129032264,-0.027419354838710053,0.018555014499277434,0.3903791608183438
2023-03-15,0.3666845386776013,-0.6120612728163978,0.5031879117660464,0.09307987640844334,1.9462440114563002,11.17,0.7689204046429869,1.1325550184923354,0.012970604092315546,-0.001933011608284021,-0.05318521713706701,0.00807582537264385,0.060000000000000275,-3.7038709677419357,0.042580645161290676,0.01858311575517746,0.3909714826815902
2023-03-16,1.8776854671295307,1.7165398805035248,2.6254294222837884,2.766779633294213,-0.7948565694304393,10.14,0.19621040043017027,-0.19374730851580516,0.012968921944786835,-0.001933048974361566,-0.05321351886331658,0.008075173235762472,0.0,-3.7712903225806453,-0.06741935483870964,0.018611215029484818,0.39156376610465227
2023-03-17,-0.559612948546006,-1.503558185696353,-0.4835662562831601,-0.10447502256228497,1.5086086603992228,11.26,2.8788298698559123,-0.5303176650021767,0.012967240233513103,-0.0019330863418713401,-0.05324185072625853,0.008074521204184096,-2.220446049250313e-16,-3.7287096774193547,0.042580645161290676,0.018639312322465962,0.3921560110927702
2023-03-20,1.5584564770178144,0.882996677512937,0.1374660642618565,-0.04182059027983933,-0.9402100099783794,10.73,0.027204222263029952,-0.5687893045199556,0.01296219771555689,-0.0019331984530606538,-0.05332702761759988,0.008072565741089364,0.0033333333333334103,-3.780967741935484,-0.017419354838710266,0.018723592316383098,0.3939325154994622
2023-03-21,1.208807662115316,1.3376268896304242,1.4578890292105282,0.7846990023473638,-0.8347610605687764,9.79,-1.8919000835928443,-0.07132667920084289,0.012960517747638177,-0.0019332358263437553,-0.053355480510095074,0.008071914130523184,-0.030000000000000027,-3.838387096774194,-0.05741935483870986,0.018751681686945965,0.3945246067998509
2023-03-22,-0.9582723689345565,-1.6914203533369354,-1.3565470567914515,-0.9137560320671426,1.3153726439419695,10.075,1.6849621455614057,-0.7160789638897587,0.012958838215108693,-0.0019332732010479837,-0.053383963781169226,0.008071262625104594,2.220446049250313e-16,-3.7958064516129033,0.042580645161290676,0.0187797690775815,0.39511665969136356
2023-03-23,0.6440636016606064,0.2800836989092797,1.1920176221444119,1.637422996688536,0.00940070505980005,10.42,1.2325601991115587,0.07183908354936538,0.012957159117790844,-0.0019333105772510561,-0.0534124774794576,0.008070611224900206,-2.220446049250313e-16,-3.7032258064516133,0.09258064516129005,0.018807854488578357,0.39570867417917377
2023-03-24,0.8585895503916983,0.6109095160407337,0.3963464031375299,0.26061327417713537,0.4033965787432575,10.01,-1.112701835538845,0.6085574535567775,0.012955480455595851,-0.0019333479548641532,-0.053441021653806625,0.00806995992979901,0.07000000000000028,-3.8006451612903223,-0.097419354838709,0.018835937920247403,0.3963006502684996
2023-03-27,-1.2116794506469128,0.1817906878470743,-0.7326985960495951,-0.8943988070898363,-2.3109277269643695,9.615,-0.9354298127207384,-0.250134130775276,0.012950447077661251,-0.001933460096396742,-0.05352683752232718,0.008068006675070174,0.0,-3.8729032258064517,-0.024086021505375754,0.01892017634190779,0.39807634819768456
2023-03-28,-0.39872208768147777,-0.1830542793532367,-0.5001471891855492,-0.363479413596169,0.14839994106683835,9.39,0.8210226743122143,-0.43026240633088286,0.012948770154026346,-0.0019334974797831663,-0.05355550409069531,0.008067355800270744,0.050000000000000044,-3.9303225806451616,-0.05741935483870986,0.01894825185893012,0.3986681707451645
2023-03-29,1.9405890482319375,1.4140319042006866,1.8036528763732245,2.083229926844532,-0.21549152359020746,9.09,-0.4972823712559772,0.28704720104315357,0.01294709366462634,-0.0019335348646462294,-0.05358420138054598,0.008066705030485705,-0.030000000000000027,-3.9477419354838705,-0.017419354838708934,0.01897632539802352,0.3992599549201836
2023-03-30,0.984071069920824,0.5714585219529051,0.9420520959551568,1.128047356407362,0.46869854801235583,9.075,0.8917065480146057,-0.4668710222033104,0.012945417609283642,-0.0019335722509415223,-0.05361292944130371,0.008066054365670653,-0.02000000000000024,-3.9751612903225806,-0.027419354838710053,0.019004396959432235,0.39985170072793785
2023-03-31,1.5218947286058506,1.4120775836616912,1.6150668408637139,1.4139224480929005,1.4495066918139408,9.02,-0.5417116594035821,0.43103515011220417,0.01294374198782066,-0.0019336096386579418,-0.05364168832249311,0.008065403805825589,0.03000000000000025,-4.0125806451612895,-0.03741935483870895,0.01903246654346713,0.4004434081736674
2023-04-03,0.7673985513305851,0.3998152526016272,-0.2059283099018772,-0.1458016031368485,0.25831919115155183,8.815,0.7396966175568197,-0.5390848634876423,0.005040485111449291,-0.04203893843875609,-0.011820394492568104,0.0034925912548943727,-0.006666666666666599,-4.014666666666667,-0.0006666666666665932,0.019116012704922802,0.40220458274029536
2023-04-04,-0.2953855721020902,-0.5636154530254723,-0.3331902499752208,-0.538654668996719,0.519311560308074,8.98,1.8469332041745545,-0.4333701257118416,0.0050402310593523,-0.04205661859501299,-0.011821791874986125,0.0034924692772188904,-0.1499999999999999,-3.882,0.1326666666666667,0.019143749085981376,0.40278927929049413
2023-04-05,-1.1475884162005103,-0.2621490359957751,-1.0316108087629456,-1.180508712476503,0.9936470295003136,8.915,-0.10112569720403947,0.36127206923615024,0.0050399770328551155,-0.04207431362888166,-0.011823189587876214,0.0034923473080472715,0.020000000000000018,-3.8693333333333335,0.012666666666666604,0.019171483536584155,0.40337393838822955
2023-04-06,0.5541867354918563,0.3893008528139247,0.7193140773049911,0.5584539324509268,0.2676142417527066,8.74,-0.7000322492613273,0.0,0.0050397230319799416,-0.042092023559151766,-0.011824587631293904,0.003492225347423922,-0.010000000000000231,-3.896666666666667,-0.02733333333333343,0.019199216056997592,0.403958560038542
2023-04-10,-1.6162957467934658,0.11234584158816625,-0.10693842624443343,-0.06711860108335409,-1.5884408106021934,8.66,-0.7427775148049874,0.6291024612710331,0.005038707284410716,-0.0421630126210182,-0.01183018311277255,0.0034917375900357633,0.0,-3.9459999999999997,-0.012333333333333307,0.019310126842175812,0.4062966722658379
2023-04-11,-0.7496240536411924,0.0036613272315323474,-0.6250414944643382,-0.9105381088814918,0.17774456244206144,8.6,0.6247327514059889,-0.3410215994523452,0.005038453411490176,-0.04218079731618537,-0.011831582810682742,0.003491615671998338,0.0,-3.993333333333333,-0.04733333333333345,0.019337849715683753,0.40688110675421996
2023-04-12,-0.4237558531547942,-0.4047771612291985,-0.9034002338318956,-0.5843995974309157,-0.08415541195155578,8.61,0.5007307191568209,-0.5769940277529689,0.005038199564147241,-0.04219859702112552,-0.01183298283985345,0.003491493762442573,-0.009999999999999787,-3.9606666666666666,0.03266666666666662,0.019365570660623277,0.40746550382524394
2023-04-13,3.3710022271168762,1.3050438433349554,1.9899737637097685,1.8568441397907687,-0.7983137020308211,8.305,1.3082141170501511,-0.5076153031860549,0.005037945742381911,-0.04221641175486174,-0.011834383200384622,0.003491371861412874,-2.220446049250313e-16,-3.9779999999999998,-0.0173333333333332,0.01939328967726084,0.408049863483928
2023-04-14,-0.253914651867641,-0.21915627585158554,-0.20381613439752716,-0.5568055173176364,-0.9664657376007432,8.18,-1.771370021625997,0.5799218862351291,0.005037691946194188,-0.04223424153643929,-0.011835783892387307,0.003491249968909241,0.010000000000000009,-4.015333333333333,-0.03733333333333366,0.01942100676586289,0.4086341857352682
2023-04-17,0.04236390658571861,0.34969512969204325,0.05648299384508654,0.37601602082234786,-1.1491077319321439,7.94,-0.424880301419601,0.5046874447038882,0.005036930711052246,-0.042287821359073094,-0.01183998795857921,0.0034908843423993173,0.0033333333333334103,-4.077333333333333,-0.020666666666667055,0.01950414646616494,0.41038692809534094
2023-04-18,0.7384778786823146,0.0664126908870226,0.02509331589969338,0.30781608887253525,0.3509197207690381,7.88,0.3765672317947633,-0.32414939241709556,0.005036677017108337,-0.04230571152305802,-0.011841389977722787,0.003490762483911137,0.009999999999999787,-4.104666666666667,-0.027333333333333876,0.019531855845311696,0.41097110076739884
2023-04-19,0.6793890703628334,0.010863333243442207,-0.025093315899696142,-0.28771221880984443,-0.09121679021298096,7.86,-0.47632593188096223,0.2522069432709939,0.0050364233487420335,-0.04232361683056646,-0.011842792328926434,0.003490640633949023,0.009999999999999787,-4.122,-0.0173333333333332,0.019559563297777416,0.4115552360571373
2023-04-20,-0.6103417702208987,-0.5871012330453802,-0.7810325345315677,-0.6790626827188878,0.8465507188689457,8.06,0.42798950944625114,-0.07199424357041767,0.005036169705908932,-0.04234153730084372,-0.01184419501236782,0.0034905187924685684,-0.009999999999999787,-4.079333333333333,0.0426666666666673,0.019587268823806347,0.41213933396955227
2023-04-21,-0.9710278040396808,0.0788839779011108,0.11691288163200896,-0.34465315414057984,-0.5492026507593762,7.885,-1.0204996637939971,-0.0720461126264657,0.005035916088631232,-0.0423594729531463,-0.011845598028102481,0.0034903969595141806,2.220446049250313e-16,-4.096666666666667,-0.01733333333333409,0.01961497242368715,0.412723394509662
2023-04-24,0.21189655272212485,0.11396841641455671,-0.23712801790649474,-0.4070009688296757,0.9437179805243097,7.86,0.3034574779108388,-0.36101122240997857,0.005035155390041747,-0.04241337119545947,-0.011849809070332043,0.0034900315116519923,0.0033333333333334103,-4.128666666666667,-0.01066666666666638,0.019698071669083106,0.4144753519460753
2023-04-25,-0.9479319933513604,-1.5902625207057641,-1.9143163235537453,-2.1713097085235686,1.4879264995842003,8.485,0.5288447919843976,0.5050515786068571,0.005034901874896851,-0.04243136776923917,-0.011851213416516843,0.003489909712690853,-0.010000000000000231,-4.0760000000000005,0.052666666666666195,0.01972576756701372,0.4150592630469019
2023-04-26,-0.006105565224590189,-0.4318382014733958,0.6304298782713398,1.5132219187843945,-1.080786799747103,8.255,-0.5721395215274124,-0.36049065715417916,0.005034648385285157,-0.04244937962189329,-0.011852618095583474,0.003489787922255782,0.010000000000000009,-4.073333333333333,0.002666666666667261,0.019753461540150674,0.4156431368004254
2023-04-27,2.740227458894818,1.9614953943280808,2.6858079410164444,2.058647274510148,-0.9875685618782776,7.925,-0.010826611822409604,0.054156513644244265,0.005034394921206664,-0.04246740677287832,-0.011854023107676293,0.003489666140324573,-0.010000000000000009,-4.110666666666666,-0.037333333333332774,0.01978115358873822,0.4162269732115975
2023-04-28,0.8017438623723904,0.8499592387297074,0.6967585499224237,1.083289763072542,1.5623098622637983,7.6,0.05412134136544087,0.16229378731305688,0.00503414148263917,-0.042485449241706365,-0.011855428452906354,0.0034895443668528205,2.220446049250313e-16,-4.108,0.002666666666666373,0.019808843713042812,0.4168107722854364
2023-05-01,-0.07369305702777729,-0.08178385465350183,-0.12561744167137862,0.06628223216087914,-3.081569853164658,7.465,-0.4582499647231718,0.5032361446954017,0.0050333813200248816,-0.04253966875064725,-0.011859646488619304,0.0034891790975051496,-0.010000000000000009,-4.119999999999999,-0.0039999999999995595,0.0198919025429678,0.4185619455328249
2023-05-02,-0.5974404804366643,-1.1459675134977327,-0.9182171097740985,-0.9854920615577136,2.3602598875011696,7.815,1.929891540872281,-0.2513015144100775,0.008326963600943593,0.0024161147223239043,-0.019861971538154208,0.015277654391635122,0.030000000000000027,-4.050645161290323,0.06935483870967651,0.01989433802449536,0.41861329451735596
2023-05-03,-0.6547642439856236,-0.6998202685036228,-0.598479673294236,-0.8197317957319659,0.552057456994359,8.01,0.8282939996347833,-0.5406392696462274,0.00832627027541464,0.002416056347630353,-0.01986591730099276,0.015275320680898595,-0.009999999999999787,-4.001290322580645,0.04935483870967783,0.019896773491145936,0.4186646432130292
2023-05-04,-1.038518203101243,-0.7368486763266684,-0.3677722381564402,-0.5140703961708264,-0.9692976431662017,8.43,0.6929194775468671,0.0722543384035998,0.008325577065401069,0.00241599797577887,-0.019869864631900113,0.01527298768307275,0.0,-3.9619354838709677,0.039354838709677153,0.019899208942919522,0.41871599161991124
2023-05-05,4.651178704465622,1.887183061312451,2.0968409222490507,2.5311026461227564,-0.3426779803764897,7.805,-1.585213479366176,-0.07225433840359105,0.008324883970747465,0.0024159396067028435,-0.01987381353175371,0.015270655397735814,0.019999999999999796,-4.02258064516129,-0.06064516129032249,0.01990164437981612,0.41876733973795766
2023-05-08,-0.05761696402768769,0.029073993517786903,0.2567236683184657,-0.04629476621158353,-1.358410021200124,7.67,0.14926967266767419,0.14445650760523968,0.008322805379079694,0.0024157645164827653,-0.01988566965451032,0.015263662813684041,0.0,-4.024516129032258,-0.000645161290322882,0.019908950601155162,0.4189213823591942
