timestamp,close,high,low,trade_count,open,volume,vwap
2023-03-28 04:00:00+00:00,157.69,158.09,155.99,6091,157.92,586298,156.867407
2023-03-29 04:00:00+00:00,160.78,161.02,159.35,6495,159.35,651119,160.143987
2023-03-30 04:00:00+00:00,162.37,162.46,161.31,6705,161.575,706928,162.017511
2023-03-31 04:00:00+00:00,164.86,165.0,162.14,9521,162.41,882143,163.948951
2023-04-03 04:00:00+00:00,166.13,166.29,164.23,7045,164.27,677205,165.284825
2023-04-04 04:00:00+00:00,165.64,166.815,165.11,6976,166.66,640747,165.96593
2023-04-05 04:00:00+00:00,163.75,165.04,161.8,8655,164.63,853748,163.466354
2023-04-06 04:00:00+00:00,164.66,164.93,162.04,6295,162.35,639142,164.026162
2023-04-10 04:00:00+00:00,162.02,162.02,160.085,7218,161.415,700373,161.172446
2023-04-11 04:00:00+00:00,160.81,162.33,160.52,9450,162.33,763177,161.125658
2023-04-12 04:00:00+00:00,160.13,162.04,159.78,6388,161.26,613689,160.939403
2023-04-13 04:00:00+00:00,165.62,165.8,161.51,10001,161.61,1012623,164.226059
2023-04-14 04:00:00+00:00,165.2,166.315,163.87,6100,164.56,598591,165.091939
2023-04-17 04:00:00+00:00,165.27,165.33,164.1,4885,165.02,409466,164.749513
2023-04-18 04:00:00+00:00,166.495,167.405,165.66,6492,166.1,591641,166.376193
2023-04-19 04:00:00+00:00,167.63,168.15,165.555,6973,165.81,654220,167.202288
2023-04-20 04:00:00+00:00,166.61,167.87,165.57,7917,165.97,842840,166.674421
2023-04-21 04:00:00+00:00,165.0,166.44,164.505,7138,164.99,810101,165.09749
2023-04-24 04:00:00+00:00,165.35,165.58,163.9,5088,164.97,498498,164.89143
2023-04-25 04:00:00+00:00,163.79,166.29,163.74,8154,165.14,832273,164.712871
2023-04-26 04:00:00+00:00,163.78,165.28,162.8,6141,162.88,664886,163.923507
2023-04-27 04:00:00+00:00,168.33,168.53,165.37,8245,165.42,892359,167.305395
2023-04-28 04:00:00+00:00,169.685,169.845,167.89,6473,168.47,691588,168.880823
2023-05-01 04:00:00+00:00,169.56,170.445,168.65,5708,169.44,581479,169.702123
2023-05-02 04:00:00+00:00,168.55,170.335,167.565,6736,170.07,636554,168.691344
2023-05-03 04:00:00+00:00,167.45,170.89,167.16,8566,169.49,976565,169.465638
2023-05-04 04:00:00+00:00,165.72,167.01,164.315,10192,164.84,1095733,165.680073
2023-05-05 04:00:00+00:00,173.61,174.29,170.76,17198,170.975,2214131,173.354036
2023-05-08 04:00:00+00:00,173.51,173.825,172.12,7584,172.49,756582,173.30338
2023-05-09 04:00:00+00:00,171.8,173.505,171.63,5408,173.04,513868,172.265371
2023-05-10 04:00:00+00:00,173.555,174.01,171.905,7999,172.99,707412,173.146422
2023-05-11 04:00:00+00:00,173.805,174.565,172.19,6044,173.85,543971,173.42178
2023-05-12 04:00:00+00:00,172.545,174.055,171.01,5975,173.69,609003,172.282566
2023-05-15 04:00:00+00:00,172.1,173.2,171.47,5267,173.13,465697,172.120197
2023-05-16 04:00:00+00:00,172.11,173.11,171.83,7650,172.0,824869,172.357564
2023-05-17 04:00:00+00:00,172.68,172.91,170.435,7792,171.68,753167,171.750872
2023-05-18 04:00:00+00:00,175.065,175.23,172.59,7859,173.09,869339,174.245901
2023-05-19 04:00:00+00:00,175.19,176.26,174.95,7629,176.24,740033,175.586349
2023-05-22 04:00:00+00:00,174.25,174.695,173.48,7287,174.09,544613,174.15285
2023-05-23 04:00:00+00:00,171.57,173.33,171.275,7596,173.095,803197,172.294435
2023-05-24 04:00:00+00:00,171.83,172.41,170.575,6635,171.04,677599,171.467565
2023-05-25 04:00:00+00:00,173.025,173.89,171.7,9289,172.61,934931,172.930099
2023-05-26 04:00:00+00:00,175.33,175.73,173.16,6935,173.27,692822,175.156031
2023-05-30 04:00:00+00:00,177.29,178.95,176.6,9417,176.935,1046992,177.459361
2023-05-31 04:00:00+00:00,177.425,179.335,176.8,10051,177.31,1185605,178.279878
2023-06-01 04:00:00+00:00,180.105,180.105,176.945,11353,177.71,949954,179.03547
2023-06-02 04:00:00+00:00,180.89,181.74,179.27,8549,181.09,893320,180.627181
2023-06-05 04:00:00+00:00,179.685,184.95,178.04,17903,182.67,2085987,181.90016
2023-06-06 04:00:00+00:00,179.19,180.07,177.445,11557,179.985,1132662,178.57052
2023-06-07 04:00:00+00:00,177.82,181.185,177.33,9841,178.44,969870,178.755332
2023-06-08 04:00:00+00:00,180.56,180.825,177.47,7695,177.92,707791,179.579377
2023-06-09 04:00:00+00:00,181.07,182.2,180.68,7698,181.53,733481,181.503779
2023-06-12 04:00:00+00:00,183.835,183.885,180.97,9251,181.285,1006313,182.716965
2023-06-13 04:00:00+00:00,183.31,184.14,182.44,8644,182.755,804867,183.179651
2023-06-14 04:00:00+00:00,183.95,184.39,182.05,8672,183.445,777714,183.623829
2023-06-15 04:00:00+00:00,185.99,186.51,183.78,10551,184.07,952122,185.500599
2023-06-16 04:00:00+00:00,185.02,186.8,184.66,11210,186.71,1054986,185.340327
2023-06-20 04:00:00+00:00,185.03,186.08,184.52,7461,184.57,699593,185.38394
2023-06-21 04:00:00+00:00,183.93,185.39,182.605,7889,184.76,833637,184.027092
2023-06-22 04:00:00+00:00,186.965,187.045,183.7,7273,183.74,691321,186.078879
2023-06-23 04:00:00+00:00,186.64,187.56,185.015,8425,185.49,759877,186.463272
2023-06-26 04:00:00+00:00,185.32,187.995,185.24,7773,186.83,784143,186.432273
2023-06-27 04:00:00+00:00,188.04,188.39,185.685,8973,185.91,1037113,187.449918
2023-06-28 04:00:00+00:00,189.29,189.895,187.61,8936,188.12,884623,188.869036
2023-06-29 04:00:00+00:00,189.595,190.03,188.95,6839,189.23,680666,189.493704
2023-06-30 04:00:00+00:00,193.92,194.44,191.28,12216,191.8,1333327,192.862877
2023-07-03 04:00:00+00:00,192.5,193.87,191.765,5773,193.76,503190,192.59156
2023-07-05 04:00:00+00:00,191.335,192.98,190.64,7498,191.67,695988,191.710251
2023-07-06 04:00:00+00:00,191.835,192.01,189.22,8149,189.91,646920,190.671546
2023-07-07 04:00:00+00:00,190.695,192.67,190.25,8086,191.41,739144,191.471728
2023-07-10 04:00:00+00:00,188.62,189.98,187.05,10798,189.26,1035040,188.215583
2023-07-11 04:00:00+00:00,188.05,189.3,186.61,7963,189.3,682882,187.712841
2023-07-12 04:00:00+00:00,189.75,191.68,188.48,8918,189.75,881652,190.021264
2023-07-13 04:00:00+00:00,190.54,191.175,189.78,6531,190.33,661341,190.590789
2023-07-14 04:00:00+00:00,190.72,191.175,189.65,6150,190.2,503785,190.464316
2023-07-17 04:00:00+00:00,193.91,194.31,191.82,7374,191.97,793271,193.321155
2023-07-18 04:00:00+00:00,193.72,194.27,192.42,7765,193.34,793757,193.273813
2023-07-19 04:00:00+00:00,195.085,198.21,192.65,11893,193.08,1090273,194.983253
2023-07-20 04:00:00+00:00,193.17,196.445,192.5,9782,195.05,1014779,194.269229
2023-07-21 04:00:00+00:00,191.94,194.965,191.34,7583,194.09,809136,192.744939
2023-07-24 04:00:00+00:00,192.75,194.87,192.295,6148,193.43,607222,193.343378
2023-07-25 04:00:00+00:00,193.64,194.44,192.96,7950,193.405,615119,193.893839
2023-07-26 04:00:00+00:00,194.51,195.64,193.36,6260,193.67,584956,194.324646
2023-07-27 04:00:00+00:00,193.24,197.195,192.59,9493,196.06,859210,194.837046
2023-07-28 04:00:00+00:00,195.82,196.61,194.14,7470,194.65,700175,195.813593
2023-07-31 04:00:00+00:00,196.465,196.49,195.28,5628,196.12,498162,196.100589
2023-08-01 04:00:00+00:00,195.66,196.7,195.28,5374,196.21,417619,195.853279
2023-08-02 04:00:00+00:00,192.62,195.12,191.855,8882,195.09,736142,192.961288
2023-08-03 04:00:00+00:00,191.08,192.37,190.86,10099,191.545,1121803,191.689844
2023-08-04 04:00:00+00:00,182.0,187.37,181.92,18703,185.23,2194220,184.199571
2023-08-07 04:00:00+00:00,178.86,183.09,177.35,20391,182.16,2544490,178.887518
2023-08-08 04:00:00+00:00,179.825,180.25,177.61,8214,179.62,1024856,178.843038
2023-08-09 04:00:00+00:00,178.11,180.91,177.02,9459,180.86,886140,178.391401
2023-08-10 04:00:00+00:00,178.01,180.725,177.6,8309,179.53,692286,179.03956
2023-08-11 04:00:00+00:00,177.87,178.62,176.56,8342,177.32,733202,177.752382
2023-08-14 04:00:00+00:00,179.49,179.68,177.31,7521,177.93,694787,178.749628
2023-08-15 04:00:00+00:00,177.5,179.475,177.07,6467,178.95,624057,177.901358
2023-08-16 04:00:00+00:00,176.55,178.52,176.5,6904,177.09,641595,177.591067
2023-08-17 04:00:00+00:00,173.98,177.49,173.49,11620,177.14,1119433,174.71509
2023-08-18 04:00:00+00:00,174.49,175.04,171.97,10071,172.04,913845,173.710887
2023-08-21 04:00:00+00:00,175.85,176.12,173.735,8221,175.1,696863,175.05441
2023-08-22 04:00:00+00:00,177.26,177.665,176.26,6060,177.085,588790,176.984371
2023-08-23 04:00:00+00:00,181.18,181.545,178.37,9665,178.55,1020244,180.654328
2023-08-24 04:00:00+00:00,176.34,181.07,176.03,9678,180.61,899107,177.950609
2023-08-25 04:00:00+00:00,178.635,179.14,175.86,8050,177.63,742673,177.766932
2023-08-28 04:00:00+00:00,180.1,180.55,178.59,7950,180.18,655876,179.543297
2023-08-29 04:00:00+00:00,184.13,184.9,179.5,10613,179.82,1115840,183.181646
2023-08-30 04:00:00+00:00,187.72,187.79,184.76,9446,184.89,972006,186.975065
2023-08-31 04:00:00+00:00,187.92,189.12,187.515,9363,187.97,949007,188.34038
2023-09-01 04:00:00+00:00,189.48,189.92,188.32,8985,189.58,672446,188.963086
2023-09-05 04:00:00+00:00,189.73,189.98,187.64,6685,188.27,578512,189.059968
2023-09-06 04:00:00+00:00,182.89,188.7,181.47,19100,188.53,2109936,183.690897
2023-09-07 04:00:00+00:00,177.585,178.205,173.55,20849,175.22,2208228,176.635416
2023-09-08 04:00:00+00:00,178.2,180.205,177.82,10804,178.33,1138078,179.143689
2023-09-11 04:00:00+00:00,179.36,180.3,177.345,9714,180.14,910329,178.768044
2023-09-12 04:00:00+00:00,176.29,180.1,174.85,14201,179.49,1457460,176.633256
2023-09-13 04:00:00+00:00,174.2,177.25,173.98,18329,176.51,1914776,175.136991
2023-09-14 04:00:00+00:00,175.74,176.09,173.6,13219,174.0,1153419,175.352592
2023-09-15 04:00:00+00:00,174.95,176.48,173.825,13640,176.48,1292908,174.883506
2023-09-18 04:00:00+00:00,178.0,179.38,176.45,11648,176.58,1125592,177.901386
2023-09-19 04:00:00+00:00,179.09,179.62,177.155,9181,177.49,818853,178.315573
2023-09-20 04:00:00+00:00,175.48,179.695,175.46,11232,179.27,1000101,177.06274
2023-09-21 04:00:00+00:00,173.88,176.3,173.86,10489,174.51,1003668,175.044364
2023-09-22 04:00:00+00:00,174.75,177.07,174.07,11281,174.69,1120529,175.668033
2023-09-25 04:00:00+00:00,176.11,176.94,174.23,10060,174.28,1093916,175.564517
2023-09-26 04:00:00+00:00,172.005,175.05,171.66,14540,175.0,1368178,172.770863
2023-09-27 04:00:00+00:00,170.41,173.04,169.075,16489,172.61,1903607,170.484482
2023-09-28 04:00:00+00:00,170.74,172.02,167.65,12063,169.67,1247835,170.327432
2023-09-29 04:00:00+00:00,171.29,173.06,170.36,12630,172.015,923134,171.748396
2023-10-02 04:00:00+00:00,173.73,174.3,171.04,9998,171.12,938600,173.270627
2023-10-03 04:00:00+00:00,172.51,173.62,170.82,10382,172.37,810415,172.120739
2023-10-04 04:00:00+00:00,173.59,174.21,170.99,11468,171.07,1031823,172.884731
2023-10-05 04:00:00+00:00,174.98,175.44,172.7,11012,173.76,776932,174.032664
2023-10-06 04:00:00+00:00,177.49,177.99,173.19,13113,173.91,940691,176.434062
2023-10-09 04:00:00+00:00,179.01,179.045,175.83,6551,176.65,584575,177.953714
2023-10-10 04:00:00+00:00,178.41,179.71,177.96,12287,178.12,864737,178.728611
2023-10-11 04:00:00+00:00,179.77,179.85,177.62,7909,178.2,769706,178.816503
2023-10-12 04:00:00+00:00,180.69,182.34,179.045,11500,180.02,1314252,180.969126
2023-10-13 04:00:00+00:00,178.89,181.925,178.17,9407,181.39,849143,179.485423
2023-10-16 04:00:00+00:00,178.68,179.055,176.58,9244,176.81,920268,178.156051
2023-10-17 04:00:00+00:00,177.14,178.41,174.8,11263,176.66,1083725,176.742782
2023-10-18 04:00:00+00:00,175.8,177.575,175.12,9118,175.55,857376,176.377193
2023-10-19 04:00:00+00:00,175.47,177.815,175.21,10991,175.97,1006321,176.416649
2023-10-20 04:00:00+00:00,172.87,175.4,172.66,13285,175.245,1249851,173.761672
2023-10-23 04:00:00+00:00,172.97,174.0,169.93,12422,170.97,1200711,172.201755
2023-10-24 04:00:00+00:00,173.39,173.67,171.49,12367,173.05,951687,172.636335
2023-10-25 04:00:00+00:00,171.1,173.04,170.68,13870,171.83,1255427,171.568335
2023-10-26 04:00:00+00:00,166.77,171.34,165.71,19204,170.51,1859226,167.640144
2023-10-27 04:00:00+00:00,168.29,168.95,166.855,11945,166.955,1122338,167.823565
2023-10-30 04:00:00+00:00,170.28,171.155,168.91,13098,169.065,1254171,170.061729
2023-10-31 04:00:00+00:00,170.73,170.9,167.94,9926,169.27,825973,169.754525
2023-11-01 04:00:00+00:00,173.92,174.225,170.14,16171,170.97,1570910,172.342782
2023-11-02 04:00:00+00:00,177.65,177.74,175.47,19991,175.51,2071914,176.991477
2023-11-03 04:00:00+00:00,176.64,176.8,173.385,18496,174.25,1859113,175.506828
2023-11-06 05:00:00+00:00,179.3,179.42,176.21,10652,176.49,978100,178.596597
2023-11-07 05:00:00+00:00,181.88,182.44,178.98,14941,179.21,1384648,181.407334
2023-11-08 05:00:00+00:00,182.89,183.435,181.62,9599,182.29,862999,182.628783
2023-11-09 05:00:00+00:00,182.48,184.07,181.82,9572,182.93,906460,182.889837
2023-11-10 05:00:00+00:00,186.335,186.555,183.58,16304,183.92,1769685,185.1405
2023-11-13 05:00:00+00:00,184.76,186.015,184.24,9956,185.83,899630,184.78097
2023-11-14 05:00:00+00:00,187.41,188.1,186.34,13996,187.63,1413535,187.287638
2023-11-15 05:00:00+00:00,188.15,189.49,187.785,9738,187.99,816730,188.517853
2023-11-16 05:00:00+00:00,189.8,190.945,188.735,12849,189.59,1032052,189.704722
2023-11-17 05:00:00+00:00,189.75,190.35,188.58,7781,190.255,591204,189.576962
2023-11-20 05:00:00+00:00,191.52,191.9,189.94,8736,189.995,716956,191.306517
2023-11-21 05:00:00+00:00,190.66,191.485,189.75,7083,191.485,671770,190.473286
2023-11-22 05:00:00+00:00,191.31,192.93,190.84,7212,191.58,706624,191.791659
2023-11-24 05:00:00+00:00,189.93,190.89,189.25,6056,190.89,435850,189.727891
2023-11-27 05:00:00+00:00,189.79,190.67,188.94,8367,189.96,575852,189.770206
2023-11-28 05:00:00+00:00,190.27,191.07,189.46,7716,189.82,652256,190.170172
2023-11-29 05:00:00+00:00,189.355,192.08,188.97,11772,190.92,874963,190.087129
2023-11-30 05:00:00+00:00,189.88,190.21,188.2,8820,189.88,701221,189.026218
2023-12-01 05:00:00+00:00,191.21,191.55,189.235,11816,190.305,1099323,190.719622
2023-12-04 05:00:00+00:00,189.44,190.025,187.465,12318,190.025,1074305,188.728426
2023-12-05 05:00:00+00:00,193.5,194.4,190.18,14612,190.21,1450126,193.269987
2023-12-06 05:00:00+00:00,192.33,194.76,192.14,9639,194.47,811100,192.778463
2023-12-07 05:00:00+00:00,194.2,194.99,193.59,9711,193.63,820399,194.494516
2023-12-08 05:00:00+00:00,195.69,195.99,193.67,9637,194.17,847965,195.027471
2023-12-11 05:00:00+00:00,193.18,193.465,191.42,14676,193.095,1349868,192.548548
2023-12-12 05:00:00+00:00,194.7,194.7,191.74,10269,193.03,955319,193.598094
2023-12-13 05:00:00+00:00,197.86,197.985,194.94,12529,194.99,1211959,196.726625
2023-12-14 05:00:00+00:00,198.16,199.615,196.165,16597,198.08,2022949,198.500899
2023-12-15 05:00:00+00:00,197.09,198.38,197.03,10891,197.87,1092291,197.68116
2023-12-18 05:00:00+00:00,195.91,196.6,194.41,12399,196.24,1161259,195.412864
2023-12-19 05:00:00+00:00,196.92,196.95,195.89,8618,196.11,757894,196.402489
2023-12-20 05:00:00+00:00,194.945,197.675,194.905,11645,196.89,1115769,196.765548
2023-12-21 05:00:00+00:00,194.7,197.07,193.525,11548,196.15,932858,194.764188
2023-12-22 05:00:00+00:00,193.59,195.39,192.97,10211,195.2,795698,194.107088
2023-12-26 05:00:00+00:00,193.09,193.885,192.83,6221,193.61,495620,193.157106
2023-12-27 05:00:00+00:00,193.19,193.49,191.09,9379,192.47,742071,192.445941
2023-12-28 05:00:00+00:00,193.61,194.65,193.23,9193,194.12,709838,193.933398
2023-12-29 05:00:00+00:00,192.61,194.36,191.745,8872,193.87,669836,192.531979
2024-01-02 05:00:00+00:00,185.55,188.34,183.9,18557,187.17,1795262,185.842446
2024-01-03 05:00:00+00:00,184.24,185.86,183.44,11052,184.29,1057604,184.265866
2024-01-04 05:00:00+00:00,182.0,183.07,180.885,11872,181.95,1144583,181.972833
2024-01-05 05:00:00+00:00,181.09,182.74,180.18,12129,181.81,1008242,181.437927
2024-01-08 05:00:00+00:00,185.535,185.59,181.555,10601,182.11,886360,184.007385
2024-01-09 05:00:00+00:00,185.07,185.13,182.73,10460,183.93,822969,184.285075
2024-01-10 05:00:00+00:00,186.13,186.39,183.935,10480,184.33,938680,184.937353
2024-01-11 05:00:00+00:00,185.63,187.015,183.64,9990,186.61,822741,184.884711
2024-01-12 05:00:00+00:00,185.83,186.68,185.2,7269,186.07,540174,185.789184
2024-01-16 05:00:00+00:00,183.57,184.24,180.945,11915,182.25,1015623,182.503296
2024-01-17 05:00:00+00:00,182.64,182.93,180.31,9786,181.3,808734,181.832214
2024-01-18 05:00:00+00:00,188.7,189.135,185.89,13838,186.06,1405733,187.839478
2024-01-19 05:00:00+00:00,191.55,191.945,188.845,12668,189.35,1126703,190.521167
2024-01-22 05:00:00+00:00,193.89,195.325,192.32,10927,192.39,982662,194.157271
2024-01-23 05:00:00+00:00,195.13,195.71,193.835,9369,195.13,859426,194.77337
2024-01-24 05:00:00+00:00,194.565,196.37,194.35,10639,195.62,984417,195.331256
2024-01-25 05:00:00+00:00,194.19,196.26,193.135,13098,195.32,1197888,194.870912
2024-01-26 05:00:00+00:00,192.37,194.74,191.94,11044,194.265,1046244,193.255394
2024-01-29 05:00:00+00:00,191.765,192.2,189.615,8112,192.06,773726,191.220332
2024-01-30 05:00:00+00:00,188.0,191.78,187.47,15191,190.87,1423865,188.755877
2024-01-31 05:00:00+00:00,184.41,187.04,184.41,12445,187.04,1019028,185.541644
2024-02-01 05:00:00+00:00,186.88,186.9,183.84,16456,183.9,1609313,185.968566
2024-02-02 05:00:00+00:00,185.84,187.33,179.25,18368,179.805,1859029,184.745887
2024-02-05 05:00:00+00:00,187.64,189.25,185.86,12597,188.235,1332617,187.835612
2024-02-06 05:00:00+00:00,189.3,189.3,186.79,10394,186.87,1060730,188.453003
2024-02-07 05:00:00+00:00,189.37,191.01,188.61,8345,190.585,748945,189.287549
2024-02-08 05:00:00+00:00,188.38,189.5,187.36,7538,189.5,599296,188.305291
2024-02-09 05:00:00+00:00,188.835,189.99,188.0,7678,188.675,647934,188.932162
2024-02-12 05:00:00+00:00,187.2,188.65,186.81,8066,188.42,715865,187.74444
2024-02-13 05:00:00+00:00,185.085,186.19,183.53,12188,185.81,901404,184.95767
2024-02-14 05:00:00+00:00,184.02,185.46,182.44,11764,185.29,962136,183.358637
2024-02-15 05:00:00+00:00,183.86,184.465,181.44,12956,183.66,1262044,182.585952
2024-02-16 05:00:00+00:00,182.3,184.82,181.685,10476,183.45,1001401,182.642808
2024-02-20 05:00:00+00:00,181.64,182.42,180.01,13083,181.775,1160868,180.943704
2024-02-21 05:00:00+00:00,182.32,182.88,180.685,6809,182.05,524687,181.840292
2024-02-22 05:00:00+00:00,184.34,184.95,182.48,10161,183.47,887144,183.85355
2024-02-23 05:00:00+00:00,182.5,185.015,182.31,7906,185.015,644916,182.976296
2024-02-26 05:00:00+00:00,181.2,182.74,180.65,7647,182.33,557749,181.3234
2024-02-27 05:00:00+00:00,182.66,183.895,180.01,11619,181.095,933013,181.600284
2024-02-28 05:00:00+00:00,181.45,182.97,180.13,7832,182.54,675525,181.081743
2024-02-29 05:00:00+00:00,180.73,182.54,179.56,13951,181.32,1344358,180.614779
2024-03-01 05:00:00+00:00,179.64,180.48,177.38,12651,179.66,1182815,178.940437
2024-03-04 05:00:00+00:00,175.09,176.85,173.79,21331,176.3,1705811,174.759337
2024-03-05 05:00:00+00:00,170.13,172.02,169.64,14852,170.8,1462313,170.367208
2024-03-06 05:00:00+00:00,169.11,171.21,168.71,11875,171.115,909179,169.541027
2024-03-07 05:00:00+00:00,168.97,170.685,168.5,13510,169.15,1216615,169.345488
2024-03-08 05:00:00+00:00,170.98,173.68,168.975,14317,169.03,1143439,171.734353
2024-03-11 04:00:00+00:00,172.81,174.365,172.05,11678,172.975,861917,173.013749
2024-03-12 04:00:00+00:00,173.2,174.02,171.035,12767,173.15,947381,172.772685
2024-03-13 04:00:00+00:00,171.13,173.145,170.8,9386,172.82,767444,171.424003
2024-03-14 04:00:00+00:00,173.1,174.29,172.1,12302,172.96,969761,173.13111
2024-03-15 04:00:00+00:00,172.59,172.6,170.31,13814,171.51,1136598,171.284886
2024-03-18 04:00:00+00:00,173.68,177.7,173.525,10563,175.63,914090,175.942469
2024-03-19 04:00:00+00:00,176.1,176.605,173.03,9644,174.34,821941,175.533757
2024-03-20 04:00:00+00:00,178.61,178.61,175.12,8511,175.64,705914,176.973716
2024-03-21 04:00:00+00:00,171.38,177.475,170.85,17743,177.055,1645615,172.641385
2024-03-22 04:00:00+00:00,172.27,173.05,170.07,10638,171.76,948816,171.867513
2024-03-25 04:00:00+00:00,170.89,171.93,169.45,11141,170.47,794426,170.708677
2024-03-26 04:00:00+00:00,169.89,171.38,169.63,8682,170.05,637480,170.436166
2024-03-27 04:00:00+00:00,173.355,173.6,170.13,11341,170.45,976859,172.527728
2024-03-28 04:00:00+00:00,171.51,172.22,170.53,8587,171.87,763045,171.410035
2024-04-01 04:00:00+00:00,169.97,171.21,169.485,7834,171.195,578838,170.040962
2024-04-02 04:00:00+00:00,168.93,169.34,168.27,8822,169.1,775556,168.920771
2024-04-03 04:00:00+00:00,169.74,170.67,168.62,7948,168.735,663801,169.906197
